,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
10048,2,2,2017,6,2,2017,H1B,ISPRINT TECHNOLOGIES,NJ,UNITED STATES OF AMERICA,SCIENTIST,541511.0,1,Y,62397.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,63000.0,0.0,Year,N,N,CA,91608,DENIED
10050,7,6,2017,13,6,2017,H1B,AVVO INC,WA,UNITED STATES OF AMERICA,ANALYSTS,518210.0,1,Y,85654.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,100000.0,130000.0,Year,N,N,WA,98101,CERTIFIED
10051,4,3,2017,7,3,2017,H1B,MASTER INFORMATIX SYSTEMS INC,VA,UNITED STATES OF AMERICA,MARKETING,541511.0,1,Y,66518.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,67000.0,0.0,Year,Y,N,VA,20164,DENIED
10052,10,3,2015,9,2,2017,H1B,CROSSCOUNTRY CONSULTING LLC,VA,UNITED STATES OF AMERICA,ACCOUNTANTS,541219.0,20,Y,80413.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,92000.0,0.0,Year,Y,N,VA,22102,CERTIFIEDWITHDRAWN
10053,7,11,2016,14,11,2016,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,78333.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,97255.0,0.0,Year,Y,N,NE,68102,CERTIFIED
10054,24,2,2017,9,3,2017,H1B,AUTOLITE USA INC,TX,UNITED STATES OF AMERICA,ANALYSTS,425120.0,1,Y,52686.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,52686.0,52686.0,Year,N,N,TX,77036,CERTIFIEDWITHDRAWN
10056,19,1,2017,25,1,2017,H1B,TALENTED IT INC,IL,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,81286.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,86000.0,0.0,Year,Y,N,PA,19073,CERTIFIED
10057,12,4,2017,4,5,2017,H1B,PROKARMA INC,NE,UNITED STATES OF AMERICA,ARCHITECTURE,541511.0,1,Y,70283.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90000.0,100000.0,Year,Y,N,NE,68102,CERTIFIEDWITHDRAWN
10058,23,3,2017,29,3,2017,H1B,GUIDECRAFT USA INC,MN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,339932.0,1,Y,42723.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,43000.0,0.0,Year,N,N,NY,10987,CERTIFIED
10059,20,10,2016,26,10,2016,H1B,PROCORE TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54171.0,1,Y,110053.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,110053.0,132000.0,Year,N,N,CA,93013,CERTIFIED
10060,21,3,2017,27,3,2017,H1B,DATAWIZ CORPORATION,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5415.0,1,Y,78312.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,84000.0,0.0,Year,N,N,VA,22102,CERTIFIED
10062,7,12,2016,13,12,2016,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,67891.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67891.0,0.0,Year,N,N,TX,75201,CERTIFIED
10063,30,12,2016,6,1,2017,H1B1 Singapore,MEDIAMATH INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541830.0,1,Y,58198.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,60000.0,65000.0,Year,,,NY,10007,CERTIFIED
10064,10,3,2017,16,3,2017,H1B,SYNTEL CONSULTING INC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,80101.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,82846.0,0.0,Year,Y,N,OR,97210,CERTIFIED
10065,7,2,2017,13,2,2017,H1B,CAPGEMINI AMERICA INC,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,55910.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,NY,10004,CERTIFIED
10066,9,5,2017,15,5,2017,H1B,MILLER FOOD INDUSTRIES INC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,722110.0,1,N,43.35,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,43.35,0.0,Hour,N,N,FL,32459,CERTIFIED
10067,19,5,2015,25,4,2017,H1B,ROBERT AM STERN ARCHITECTS,NY,UNITED STATES OF AMERICA,ANALYSTS,541310.0,1,Y,49417.0,Year,Other,2015.0,DIETRICH ENGINEERING SALARY SURVEY,55750.0,0.0,Year,N,N,NY,10001,CERTIFIEDWITHDRAWN
10069,18,1,2017,20,1,2017,H1B,COMMONWEALTH UTILITIES CORPORATION,MP,UNITED STATES OF AMERICA,MARKETING,926130.0,1,Y,23920.0,Year,Other,2015.0,COMMERCEGOVMP DIVISIONS CENTRAL STATISTICS ,76396.0,0.0,Year,N,N,MP,96950,DENIED
10071,17,3,2017,23,3,2017,H1B,INTERNATIONAL TECHNOLOGY SOLUTIONS INC,SC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,57075.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,SC,29201,CERTIFIED
10072,9,3,2017,27,6,2017,H1B,CHICAGO MERCANTILE EXCHANGE INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523210.0,1,Y,52166.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,55950.0,93250.0,Year,N,N,IL,60661,CERTIFIEDWITHDRAWN
10073,15,10,2016,6,6,2017,H1B,RAISER TECHNOLOGIES INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,52478.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,53000.0,0.0,Year,N,N,TX,77002,CERTIFIEDWITHDRAWN
10075,9,3,2017,6,6,2017,H1B,STIAOS TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,52478.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,TX,77056,CERTIFIEDWITHDRAWN
10076,13,3,2017,17,3,2017,H1B,GOLDMAN SACHS and CO,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523110.0,1,Y,55744.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,64300.0,0.0,Year,N,N,NY,10282,CERTIFIED
10077,1,7,2016,27,4,2017,H1B,SEAL CONSULTING INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,41870.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,60000.0,137000.0,Year,Y,N,CA,92626,CERTIFIEDWITHDRAWN
10078,7,3,2017,13,3,2017,H1B,ZENQ LLC,TX,UNITED STATES OF AMERICA,MARKETING,54151.0,1,Y,68827.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,68827.0,68827.0,Year,N,N,TX,75244,CERTIFIED
10079,6,3,2017,21,4,2017,H1B,UNIVERSITY OF PITTSBURGH PHYSICIANS,PA,UNITED STATES OF AMERICA,ANALYSTS,622110.0,1,Y,90854.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,216000.0,0.0,Year,N,N,PA,15221,CERTIFIEDWITHDRAWN
10080,17,3,2017,23,3,2017,H1B,TARGET LABS INCORPORATED,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,1,Y,52166.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,FL,33009,CERTIFIED
10081,14,3,2017,16,3,2017,H1B,PIEZOS TECHNOLOGY SOLUTIONS INC,MI,UNITED STATES OF AMERICA,SCIENTIST,541511.0,2,Y,28.74,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,28.0,35.0,Hour,N,N,IL,60015,DENIED
10082,25,2,2017,2,3,2017,H1B,NUTANIX INC,CA,UNITED STATES OF AMERICA,ENGINEERS,334112.0,15,Y,65918.0,Year,Other,2016.0,RADFORD GLOBAL SURVEY,70000.0,120000.0,Year,N,N,CA,95110,CERTIFIED
10084,31,5,2017,6,6,2017,H1B,PEGASUS KNOWLEDGE SOLUTIONS INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,71843.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,95000.0,0.0,Year,Y,N,IL,60173,CERTIFIED
10086,16,3,2017,22,3,2017,H1B,US JEWELRY HOUSE LTD,NY,UNITED STATES OF AMERICA,LAWYERS AND LEGAL SUPPORT WORKERS,423940.0,1,Y,38917.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,52000.0,0.0,Year,N,N,NY,10001,CERTIFIED
10087,16,3,2017,22,3,2017,H1B,RESTAURANT EQUIPMENT MARKET LLC,GA,UNITED STATES OF AMERICA,EDUCATION,3371.0,1,N,23.03,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,23.03,0.0,Hour,N,N,GA,30340,CERTIFIED
10088,28,7,2016,24,2,2017,H1B,INTEGRATED RESOURCES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,561320.0,1,Y,36.93,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,36.93,0.0,Hour,Y,N,NJ,8869,CERTIFIEDWITHDRAWN
10090,20,2,2017,24,2,2017,H1B,WINTEST INC,NY,UNITED STATES OF AMERICA,MARKETING,611691.0,1,Y,45677.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,46000.0,0.0,Year,N,N,NY,10001,CERTIFIED
10091,13,3,2017,20,3,2017,H1B,BATESVILLE COMMUNITY SCHOOL CORPORATION,IN,UNITED STATES OF AMERICA,ANALYSTS,611110.0,1,Y,40140.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,42200.0,0.0,Year,N,N,IN,47006,DENIED
10092,30,9,2015,9,2,2017,H1B,SAGARSOFT INC,CT,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,34.38,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,42.0,0.0,Hour,Y,N,CA,90502,CERTIFIEDWITHDRAWN
10093,27,2,2017,3,3,2017,H1B,EXPEDIA INC,WA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5191.0,1,Y,83678.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,106000.0,120000.0,Year,N,N,WA,98004,CERTIFIED
10095,23,6,2015,22,5,2017,H1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,20,Y,95909.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,95909.0,0.0,Year,Y,N,IL,61550,CERTIFIEDWITHDRAWN
10096,16,3,2015,11,4,2017,H1B,GREEN PHARMATEK INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541618.0,1,Y,63357.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,63500.0,0.0,Year,Y,N,NJ,8540,CERTIFIEDWITHDRAWN
10097,3,3,2017,31,3,2017,H1B,ALTRAN US CORP,MA,UNITED STATES OF AMERICA,ANALYSTS,541690.0,1,Y,68952.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,82285.0,0.0,Year,N,N,MA,1803,CERTIFIEDWITHDRAWN
10099,9,3,2017,15,3,2017,H1B,DAILY EXPRESS TRUCKING LLC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541614.0,1,Y,27.0,Hour,OES,2016.0,NONE,30000.0,35000.0,Year,N,N,CA,91731,DENIED
10101,7,11,2016,9,11,2016,H1B,IBM CORPORATION,NC,UNITED STATES OF AMERICA,SCIENTIST,54151.0,1,Y,60944.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,56900.0,118300.0,Year,N,N,KS,66211,DENIED
10102,2,2,2017,8,2,2017,H1B,ERNST and YOUNG US LLP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211.0,1,Y,49650.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,CA,92612,CERTIFIED
10104,2,5,2017,8,5,2017,H1B,TEAM INDUSTRIAL SERVICES INC,TX,UNITED STATES OF AMERICA,ENGINEERS,811310.0,1,Y,66040.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78000.0,0.0,Year,N,N,TX,77511,CERTIFIED
10105,11,10,2016,1,5,2017,H1B,LINKEDIN CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,518112.0,1,Y,122081.0,Year,Other,2016.0,RADFORD GLOBAL SURVEY,122081.0,172500.0,Year,N,N,CA,94085,CERTIFIEDWITHDRAWN
10106,9,3,2017,16,3,2017,H1B,KOCO DC MOTION INC,CA,UNITED STATES OF AMERICA,ANALYSTS,334419.0,1,N,74.33,Hour,OES,2017.0,OFLC ONLINE DATA CENTER,74.33,0.0,Hour,N,N,CA,95037,DENIED
10108,30,11,2016,5,12,2016,H1B,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,TX,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,611310.0,1,Y,40602.0,Year,OES,2016.0,NONE,47476.0,0.0,Year,N,N,TX,77030,DENIED
10109,14,3,2017,20,3,2017,H1B,ONCORRE INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,53040.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,FL,33634,CERTIFIED
10110,31,1,2017,3,2,2017,H1B,PERITUS INC,TX,UNITED STATES OF AMERICA,HEALTHCARE,541511.0,1,Y,56264.0,Month,OES,2016.0,OFLC ONLINE DATA CENTER,79000.0,0.0,Year,Y,N,AR,72712,DENIED
10111,15,6,2016,11,5,2017,H1B,EKTELLO LLC,MI,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,39.11,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,46.0,0.0,Hour,N,N,MI,48243,CERTIFIEDWITHDRAWN
10112,27,1,2017,31,1,2017,E3 Australian,MORNINGSTAR FELLOWSHIP CHURCH,SC,UNITED STATES OF AMERICA,DOCTORS,813110.0,1,Y,18.06,Hour,OES,2016.0,NONE,18.1,20.0,Hour,N,N,SC,29715,DENIED
10114,30,3,2017,5,4,2017,H1B,NEXEN TIRE AMERICA INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,4539.0,1,Y,22.9,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,15.0,22.5,Hour,Y,N,CA,91765,DENIED
10115,13,3,2017,17,3,2017,H1B,BLACKROCK INVESTMENT MANAGEMENT LLC,DE,UNITED STATES OF AMERICA,ANALYSTS,523920.0,1,Y,111405.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,111405.0,128000.0,Year,N,N,NY,10022,CERTIFIED
10116,3,2,2015,25,4,2017,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,97219.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,109683.0,0.0,Year,N,N,WA,98052,CERTIFIEDWITHDRAWN
10117,12,4,2017,17,4,2017,H1B,BARCLAYS SERVICES CORP,NY,UNITED STATES OF AMERICA,SCIENTIST,523110.0,1,Y,84864.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,84000.0,0.0,Year,N,N,NY,10019,DENIED
10119,29,12,2016,5,1,2017,H1B,GREAT LAKES BAY HEALTH CENTERS,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621111.0,1,N,31.84,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,96.15,0.0,Hour,N,N,MI,48601,CERTIFIED
10121,29,3,2017,27,4,2017,H1B,ANCHORFREE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,153608.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,153608.0,0.0,Year,Y,N,CA,94025,CERTIFIEDWITHDRAWN
10122,28,2,2017,6,3,2017,H1B,TMG HEALTH INC,PA,UNITED STATES OF AMERICA,FINANCE,541611.0,1,Y,69389.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,PA,18434,CERTIFIED
10124,29,11,2016,6,12,2016,H1B,THE CURATORS OF THE UNIVERSITY OF MISSOURI,MO,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,47461.0,Year,Other,2016.0,CUPA SALARIES IN HIGHER ED,47461.0,0.0,Year,N,N,MO,65211,CERTIFIEDWITHDRAWN
10126,21,4,2017,27,4,2017,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,ENGINEERS,541511.0,1,Y,73486.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,73486.0,94500.0,Year,Y,N,CO,80112,CERTIFIED
10127,13,1,2017,20,1,2017,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,67434.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,79130.0,0.0,Year,Y,N,GA,30339,CERTIFIED
10128,21,2,2017,22,2,2017,H1B,BAIN and COMPANY INC,MA,UNITED STATES OF AMERICA,SCIENTIST,541611.0,1,Y,119038.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,145000.0,0.0,Year,N,N,CA,94111,DENIED
10130,7,3,2017,13,3,2017,H1B,INFOR US INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,90813.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,131248.0,0.0,Year,N,N,NY,10011,CERTIFIED
10131,26,2,2016,9,3,2017,H1B,SIRI INFOSOLUTIONS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,66456.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,71000.0,0.0,Year,Y,N,PA,19053,CERTIFIEDWITHDRAWN
10132,16,2,2015,14,4,2017,H1B,AIR PRODUCTS AND CHEMICALS INC,PA,UNITED STATES OF AMERICA,ANALYSTS,325100.0,1,Y,87152.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,87152.0,128500.0,Year,N,N,PA,18195,CERTIFIEDWITHDRAWN
10135,7,3,2016,23,5,2017,H1B,SOURCE MANTRA INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68411.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,68411.0,0.0,Year,Y,N,WA,98006,CERTIFIEDWITHDRAWN
10136,11,12,2014,27,10,2016,H1B,THE UNIVERSITY OF IOWA,IA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,64126.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,69895.0,0.0,Year,N,N,IA,52242,CERTIFIEDWITHDRAWN
10137,18,4,2017,20,4,2017,H1B,ARISTON TEK INC,NJ,UNITED STATES OF AMERICA,SCIENTIST,541511.0,1,Y,75795.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,107520.0,0.0,Year,Y,N,NJ,7417,DENIED
10138,30,9,2016,19,10,2016,H1B,FRED HUTCHINSON CANCER RESEARCH CENTER,WA,UNITED STATES OF AMERICA,ANALYSTS,541710.0,1,Y,53706.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,59333.28,0.0,Year,N,N,WA,98109,CERTIFIEDWITHDRAWN
10140,17,2,2017,24,2,2017,H1B,THE DEVEREUX FOUNDATION,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,624310.0,1,Y,42931.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,45000.0,55000.0,Year,N,N,MA,1543,CERTIFIED
10143,31,10,2016,4,11,2016,H1B,ASTIR SERVICES LLC,NJ,UNITED STATES OF AMERICA,ANIMAL HUSBANDARY,541511.0,1,Y,62338.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,CA,95670,CERTIFIED
10144,10,4,2017,12,4,2017,E3 Australian,PIEDMONT AIRLINES INC,MD,UNITED STATES OF AMERICA,SCIENTIST,481111.0,1,Y,39.37,Hour,CBA,2014.0,NONE,39.37,0.0,Hour,,,MD,21804,DENIED
10145,15,2,2017,8,3,2017,H1B,HARLAND CLARKE CORPORATION,TX,UNITED STATES OF AMERICA,ACCOUNTANTS,522320.0,1,Y,75650.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,81600.0,0.0,Year,N,N,TX,78256,CERTIFIEDWITHDRAWN
10146,29,12,2016,22,5,2017,H1B,APPLIED INDUSTRIAL TECHNOLOGIES INC,OH,UNITED STATES OF AMERICA,ANALYSTS,424130.0,1,Y,81266.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,84000.0,94000.0,Year,N,N,OH,44115,CERTIFIEDWITHDRAWN
10147,13,3,2017,24,3,2017,H1B,GSMK TAX LLC,NY,UNITED STATES OF AMERICA,ANALYSTS,541211.0,1,N,26.81,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,26.85,0.0,Hour,N,N,NY,10002,CERTIFIEDWITHDRAWN
10149,8,3,2017,10,3,2017,H1B,STARTEX AMERICA INC,NY,UNITED STATES OF AMERICA,DOCTORS,314999.0,1,N,38.86,Hour,Other,2016.0,OFLC ONLINE DATA CENTER,38.79,0.0,Hour,N,N,NY,10001,DENIED
10151,10,3,2017,16,3,2017,H1B,ACCENTURE LLP,IL,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,74797.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74797.0,0.0,Year,N,N,TX,78741,CERTIFIED
10152,21,3,2016,14,11,2016,H1B,SPRUCE INFOTECH INC,PA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,57179.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,MD,21152,CERTIFIEDWITHDRAWN
10153,17,3,2017,22,3,2017,H1B,RHODES COLLEGE,TN,UNITED STATES OF AMERICA,PUBLIC RELATIONS,611310.0,1,Y,53507.0,Year,OES,2016.0,NONE,54000.0,0.0,Year,N,N,TN,38112,DENIED
10154,13,3,2017,17,3,2017,H1B,INFOSYS LIMITED,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,78957.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78957.0,0.0,Year,Y,N,TX,75039,CERTIFIED
10155,12,6,2014,27,2,2017,H1B,FACEBOOK INC,CA,UNITED STATES OF AMERICA,ANALYSTS,518112.0,1,Y,146846.0,Year,Other,2014.0,RADFORD GLOBAL SURVEY,148610.0,0.0,Year,Y,N,CA,94025,CERTIFIEDWITHDRAWN
10156,15,3,2017,20,3,2017,H1B,REGDESK INC,PA,UNITED STATES OF AMERICA,MATHEMATICIANS AND STATISTICIANS,541690.0,2,N,27.48,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,27.48,0.0,Hour,N,N,PA,19104,DENIED
10157,1,12,2016,5,12,2016,H1B,MILLE LACS BAND OF OJIBWE,MN,UNITED STATES OF AMERICA,HEALTHCARE,62121.0,1,Y,90.82,Hour,Other,2016.0,INDIAN HEALTH SERVICE,90.82,0.0,Hour,N,N,MN,56359,DENIED
10158,26,3,2017,22,6,2017,H1B,CROM TECHNOLOGY INC,MN,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,59800.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,NJ,8550,CERTIFIEDWITHDRAWN
10160,29,6,2016,13,10,2016,H1B,CAPGEMINI AMERICA INC,NY,UNITED STATES OF AMERICA,ANALYSTS,5416.0,2,Y,77200.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,77200.0,151000.0,Year,Y,N,CA,91706,CERTIFIEDWITHDRAWN
10161,18,1,2017,24,1,2017,H1B,GEORGIA PACIFIC LLC,GA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,322121.0,1,Y,76898.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85000.0,99000.0,Year,N,N,GA,30303,CERTIFIED
10162,29,4,2015,6,4,2017,H1B,WAL MART ASSOCIATES INC,AR,UNITED STATES OF AMERICA,ANALYSTS,452910.0,1,Y,114400.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,147773.08,0.0,Year,N,N,CA,94066,CERTIFIEDWITHDRAWN
10163,6,1,2017,12,1,2017,H1B,ERNST and YOUNG US LLP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211.0,1,Y,58469.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,63000.0,0.0,Year,N,N,CA,94105,CERTIFIED
10165,1,6,2017,7,6,2017,H1B,IBM CORPORATION,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,90438.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90438.0,110000.4,Year,N,N,OH,43016,CERTIFIED
10167,17,3,2017,19,5,2017,H1B,GOOGLE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,89669.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,140000.0,0.0,Year,N,N,WA,98033,CERTIFIEDWITHDRAWN
10168,6,10,2016,10,1,2017,H1B,ALPHA NET CONSULTING LLC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,80205.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90000.0,0.0,Year,Y,N,CO,80021,CERTIFIEDWITHDRAWN
10169,20,6,2017,26,6,2017,H1B,FUTURETECH CONSULTANTS LLC,GA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,75816.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,77000.0,0.0,Year,Y,N,MA,1373,DENIED
10170,21,3,2017,10,4,2017,H1B,BROADCOM CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,33441.0,10,Y,93762.0,Year,Other,2017.0,RADFORD GLOBAL SURVEY,93762.0,0.0,Year,N,N,CA,95054,CERTIFIEDWITHDRAWN
10171,11,4,2017,14,4,2017,H1B,NATIONAL OILWELL VARCO LP,TX,UNITED STATES OF AMERICA,SCIENTIST,213112.0,1,Y,85862.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,105000.0,0.0,Year,N,N,TX,77041,DENIED
10172,24,3,2017,30,3,2017,H1B,INTEGRATED ENERGY COMPANIES LLC,UT,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,2212.0,1,Y,47237.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,47000.0,50000.0,Year,N,N,UT,84111,DENIED
10173,26,2,2016,6,4,2017,H1B,ROBERT AM STERN ARCHITECTS,NY,UNITED STATES OF AMERICA,ANALYSTS,541310.0,1,Y,49417.0,Year,Other,2015.0,DIETRICH ENGINEERING SALARY SURVEY,55750.0,0.0,Year,N,N,NY,10001,CERTIFIEDWITHDRAWN
