,CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
12068,21,3,2017,17,4,2017,H1B,COMPETENT SYSTEMS INC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,52229.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,100000.0,Year,Y,N,CA,95050,CERTIFIEDWITHDRAWN
12069,1,3,2017,4,4,2017,H1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,52707.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,NJ,7666,CERTIFIEDWITHDRAWN
12070,17,2,2017,22,5,2017,H1B,SYNTEL CONSULTING INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,55661.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,62000.0,0.0,Year,Y,N,AZ,85027,CERTIFIEDWITHDRAWN
12071,17,3,2016,2,12,2016,H1B,IT CATS LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68869.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,69000.0,0.0,Year,Y,N,NJ,8872,CERTIFIEDWITHDRAWN
12072,2,3,2017,30,6,2017,H1B,LEEYO SOFTWARE INC,CA,UNITED STATES OF AMERICA,ANALYSTS,511210.0,1,Y,94619.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,130000.0,Year,Y,N,CA,95134,CERTIFIEDWITHDRAWN
12073,2,3,2016,17,3,2017,H1B,KEYMOUZ TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ACTUARIES,541511.0,1,Y,67184.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,68000.0,0.0,Year,N,N,TX,77450,CERTIFIEDWITHDRAWN
12074,5,3,2016,1,2,2017,H1B,TAVANT TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,73174.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,73200.0,0.0,Year,Y,N,TX,75063,CERTIFIEDWITHDRAWN
12075,5,2,2016,24,5,2017,H1B,APPLIED COMPUTER TECHNIQUES,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,65790.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,N,N,PA,15146,CERTIFIEDWITHDRAWN
12076,17,6,2017,30,6,2017,H1B,TECHDATA SERVICE COMPANY LLC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541612.0,1,Y,95243.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,110000.0,0.0,Year,Y,N,CA,94086,CERTIFIEDWITHDRAWN
12077,3,3,2015,25,2,2017,H1B,MOTOROLA MOBILITY LLC,IL,UNITED STATES OF AMERICA,ANALYSTS,3342.0,1,Y,82046.0,Year,Other,2015.0,RADFORD GLOBAL SURVEY,82046.0,103300.0,Year,N,N,CA,94089,CERTIFIEDWITHDRAWN
12078,3,11,2016,24,1,2017,H1B,JPMORGAN CHASE andAMP CO,IL,UNITED STATES OF AMERICA,ANALYSTS,551112.0,1,Y,83034.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,100000.0,0.0,Year,N,N,OH,43081,CERTIFIEDWITHDRAWN
12079,2,6,2015,15,1,2017,H1B,INFO SERVICES LLC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,76232.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,76232.0,0.0,Year,Y,N,CA,92618,CERTIFIEDWITHDRAWN
12080,15,12,2016,18,5,2017,H1B,MOODYS SHARED SERVICES INC,NY,UNITED STATES OF AMERICA,ANALYSTS,56145.0,1,Y,131997.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,135000.0,0.0,Year,N,N,NY,10007,CERTIFIEDWITHDRAWN
12081,12,6,2017,22,6,2017,H1B,DRISHTICON INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,96013.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,96013.0,0.0,Year,Y,N,CA,94105,CERTIFIEDWITHDRAWN
12082,3,3,2016,6,1,2017,H1B,INTONE NETWORKS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,49005.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,NC,28208,CERTIFIEDWITHDRAWN
12083,3,2,2016,2,6,2017,H1B,VCA CONSULTANTS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,93080.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,93080.0,0.0,Year,N,N,CA,94607,CERTIFIEDWITHDRAWN
12084,16,3,2015,27,6,2017,H1B,AIKYA INFORMATION SYSTEMS INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,48110.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,50250.0,0.0,Year,N,N,TX,75038,CERTIFIEDWITHDRAWN
12085,8,2,2016,17,1,2017,H1B,VIRTUAL MATRIX CORPORATION,MN,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,74984.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75000.0,0.0,Year,Y,N,MN,55344,CERTIFIEDWITHDRAWN
12086,10,3,2017,17,3,2017,H1B,SPARTANBURG AUTOMOTIVE INC,SC,UNITED STATES OF AMERICA,ANALYSTS,336370.0,1,Y,65936.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67000.0,0.0,Year,N,N,SC,29303,CERTIFIEDWITHDRAWN
12087,19,3,2017,14,4,2017,H1B,TIMESQUARE IT INC,GA,UNITED STATES OF AMERICA,ANALYSTS,5415.0,1,Y,70034.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,71500.0,0.0,Year,N,N,GA,30071,CERTIFIEDWITHDRAWN
12088,24,10,2016,1,2,2017,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,ANALYSTS,54151.0,1,Y,79019.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90872.0,0.0,Year,N,N,CA,91367,CERTIFIEDWITHDRAWN
12089,30,6,2016,14,10,2016,H1B,CAPGEMINI AMERICA INC,NY,UNITED STATES OF AMERICA,ANALYSTS,5416.0,2,Y,91562.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,91562.0,151000.0,Year,Y,N,NJ,7666,CERTIFIEDWITHDRAWN
12090,22,3,2016,10,3,2017,H1B,OHM TECH INC,NJ,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,51730.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,51730.0,57000.0,Year,N,N,NJ,8820,CERTIFIEDWITHDRAWN
12091,23,3,2017,26,4,2017,H1B,RM TECHNOTREE INC,WA,UNITED STATES OF AMERICA,ACTUARIES,541512.0,1,Y,78957.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,78957.0,0.0,Year,N,N,NJ,7004,CERTIFIEDWITHDRAWN
12092,29,6,2016,13,10,2016,H1B,CAPGEMINI AMERICA INC,NY,UNITED STATES OF AMERICA,ANALYSTS,5416.0,2,Y,70200.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,77147.0,151000.0,Year,Y,N,VA,23225,CERTIFIEDWITHDRAWN
12093,15,12,2016,20,1,2017,H1B,AVT TECHNOLOGY SOLUTIONS LLC,AZ,UNITED STATES OF AMERICA,ANALYSTS,541519.0,1,Y,90813.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,91933.88,0.0,Year,N,N,NJ,8872,CERTIFIEDWITHDRAWN
12094,15,12,2016,16,1,2017,H1B,DONNA INDEPENDENT SCHOOL DISTRICT,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110.0,1,Y,44320.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,51800.0,51900.0,Year,N,N,TX,78537,CERTIFIEDWITHDRAWN
12095,6,3,2017,11,4,2017,H1B,COMCAST CABLE COMMUNICATIONS LLC,PA,UNITED STATES OF AMERICA,ANALYSTS,515210.0,1,Y,71323.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,71323.0,95000.0,Year,N,N,PA,19103,CERTIFIEDWITHDRAWN
12096,28,7,2016,15,12,2016,H1B,TECHNOSOFT CORPORATION,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68723.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,TX,78754,CERTIFIEDWITHDRAWN
12097,20,3,2017,26,6,2017,H1B,GURUS INFOTECH INC,VA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,63398.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,63400.0,0.0,Year,Y,N,NC,28282,CERTIFIEDWITHDRAWN
12098,14,3,2015,12,10,2016,H1B,QUALIHI SOFTWARE SOLUTIONS INC,NC,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,65083.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,66000.0,0.0,Year,N,N,NJ,8854,CERTIFIEDWITHDRAWN
12099,15,3,2017,22,3,2017,H1B,DATAFORMIX TECHNOLOGIES INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,56638.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,Y,N,OH,43017,CERTIFIEDWITHDRAWN
12100,26,10,2016,29,11,2016,H1B,TRINET HR CORPORATION,CA,UNITED STATES OF AMERICA,ANALYSTS,56133.0,1,Y,158122.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,160784.0,0.0,Year,N,N,CA,94577,CERTIFIEDWITHDRAWN
12101,30,10,2015,11,4,2017,H1B,HARVARD UNIVERSITY,MA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,42931.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,56376.0,0.0,Year,N,N,MA,2115,CERTIFIEDWITHDRAWN
12102,27,4,2015,9,3,2017,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,ANALYSTS,51121.0,1,Y,54475.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,122774.0,0.0,Year,N,N,WA,98052,CERTIFIEDWITHDRAWN
12103,22,8,2014,4,4,2017,H1B,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,PA,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,61672.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,N,N,PA,19104,CERTIFIEDWITHDRAWN
12104,22,2,2017,5,6,2017,H1B,WIPRO LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,10,Y,68557.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68557.0,0.0,Year,Y,N,MN,55445,CERTIFIEDWITHDRAWN
12105,16,3,2017,7,4,2017,H1B,PROTOCOL INFOTECH INC DUNS 830803735,FL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,75213.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76000.0,0.0,Year,Y,N,FL,33126,CERTIFIEDWITHDRAWN
12106,3,3,2017,23,3,2017,H1B,PROSOFT TECHNOLOGY GROUP INC,IL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,47154.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,Y,N,GA,30338,CERTIFIEDWITHDRAWN
12107,8,7,2015,22,3,2017,H1B,THE UNIVERSITY OF TEXAS AT ARLINGTON,TX,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,57512.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,72000.0,0.0,Year,N,N,TX,76019,CERTIFIEDWITHDRAWN
12108,24,3,2017,19,4,2017,H1B,EDGE IT CORP,VA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,65104.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,VA,20164,CERTIFIEDWITHDRAWN
12109,23,3,2016,8,3,2017,H1B,AMERIINFO INC,CA,UNITED STATES OF AMERICA,ACCOUNTANTS,541511.0,1,Y,55390.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,69805.0,0.0,Year,N,N,MD,20877,CERTIFIEDWITHDRAWN
12110,29,5,2015,10,2,2017,H1B,ARUP LABORATORIES,UT,UNITED STATES OF AMERICA,ACCOUNTANTS,621511.0,1,Y,38022.0,Year,Other,2014.0,OFLC ONLINE DATA CENTER,51563.0,0.0,Year,N,N,UT,84108,CERTIFIEDWITHDRAWN
12111,13,5,2016,17,4,2017,E3 Australian,HEALTHCARE MANAGEMENT PARTNERS LLC,PA,UNITED STATES OF AMERICA,ANALYSTS,541618.0,1,Y,115565.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,150000.0,0.0,Year,,,PA,19102,CERTIFIEDWITHDRAWN
12112,23,1,2017,23,6,2017,H1B,INFORMATION CONTROL COMPANY LLC,OH,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5415.0,1,Y,69826.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74000.0,0.0,Year,Y,N,OH,43231,CERTIFIEDWITHDRAWN
12113,19,2,2016,23,12,2016,H1B,EXILANT TECHNOLOGIES PRIVATE LIMITED,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,89149.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,94000.0,0.0,Year,Y,N,CA,94085,CERTIFIEDWITHDRAWN
12114,13,3,2017,18,3,2017,H1B,SUSASH CONSULTING SERVICES LLC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,55910.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,Y,N,NJ,8852,CERTIFIEDWITHDRAWN
12115,31,7,2015,30,5,2017,H1B,AKAMAI TECHNOLOGIES INC,MA,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,118200.0,Year,Other,2014.0,US MERCER BENCHMARK DATABASE SURVEY,118200.0,158400.0,Year,N,N,CA,95054,CERTIFIEDWITHDRAWN
12116,5,2,2014,2,2,2017,H1B,UNIVERSITY OF CALIFORNIA DAVIS,CA,UNITED STATES OF AMERICA,ACCOUNTANTS,611310.0,1,Y,39264.0,Year,CBA,2014.0,NONE,41364.0,0.0,Year,N,N,CA,95616,CERTIFIEDWITHDRAWN
12117,21,9,2016,7,3,2017,H1B,KOMPSOFT INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,94141.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,140000.0,0.0,Year,N,N,CA,94588,CERTIFIEDWITHDRAWN
12118,12,7,2016,18,10,2016,H1B,ABB INC,NC,UNITED STATES OF AMERICA,ANALYSTS,335311.0,1,Y,48818.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,52990.0,102870.0,Year,N,N,LA,70808,CERTIFIEDWITHDRAWN
12119,20,2,2017,30,5,2017,H1B,ENGINEERING TECHNOLOGY ASSOCIATES INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541330.0,1,Y,68370.0,Year,Other,2017.0,OFLC ONLINE DATA CENTER,68500.0,0.0,Year,Y,N,MI,48124,CERTIFIEDWITHDRAWN
12120,13,2,2017,22,5,2017,H1B,SYNTEL CONSULTING INC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,85654.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,85904.0,0.0,Year,Y,N,AZ,85050,CERTIFIEDWITHDRAWN
12121,13,10,2015,7,12,2016,H1B,DASSAULT SYSTEMES AMERICAS CORP,MI,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,Y,93517.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,112880.88,122880.88,Year,N,N,MA,2451,CERTIFIEDWITHDRAWN
12122,28,3,2016,6,12,2016,H1B,TEXAS AandM UNIVERSITY KINGSVILLE,TX,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,N,17.84,Hour,OES,2015.0,OFLC ONLINE DATA CENTER,20.1,0.0,Hour,N,N,TX,78363,CERTIFIEDWITHDRAWN
12123,8,3,2017,16,3,2017,H1B,TURN INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,141669.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,141669.0,165000.0,Year,N,N,CA,94063,CERTIFIEDWITHDRAWN
12124,14,5,2015,30,4,2017,H1B,MICROSOFT CORPORATION,WA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,51121.0,1,Y,97219.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,120000.0,0.0,Year,N,N,WA,98004,CERTIFIEDWITHDRAWN
12125,22,2,2017,22,3,2017,H1B,BAXTER and WOODMAN INC,IL,UNITED STATES OF AMERICA,SCIENTIST,54133.0,1,Y,68474.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68500.0,0.0,Year,N,N,IL,60631,CERTIFIEDWITHDRAWN
12126,20,3,2017,28,3,2017,H1B,CHARTER GLOBAL INC,GA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,58510.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,65000.0,75000.0,Year,Y,N,GA,30096,CERTIFIEDWITHDRAWN
12127,8,6,2016,5,6,2017,H1B,FRIENDLY CONSULTANTS INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,50336.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,68100.0,0.0,Year,Y,N,NV,89128,CERTIFIEDWITHDRAWN
12128,26,2,2016,7,10,2016,H1B,POLYGON IT SOLUTIONS LLC,MI,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,52104.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,MI,48335,CERTIFIEDWITHDRAWN
12129,10,5,2017,17,5,2017,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,ANALYSTS,54151.0,1,Y,67891.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,67891.0,0.0,Year,N,N,TX,75201,CERTIFIEDWITHDRAWN
12130,2,12,2016,1,4,2017,H1B,ONE TEAM US LLC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512.0,1,Y,66477.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,66477.0,0.0,Year,Y,N,MN,55902,CERTIFIEDWITHDRAWN
12131,18,4,2016,11,1,2017,H1B,NATIONAL INSTITUTES OF HEALTH HHS,MD,UNITED STATES OF AMERICA,ANALYSTS,541712.0,1,Y,45635.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,67564.0,0.0,Year,N,N,MD,21224,CERTIFIEDWITHDRAWN
12132,13,1,2017,26,4,2017,H1B,IBLESOFT INC,FL,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,75525.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,76000.0,0.0,Year,Y,N,FL,33166,CERTIFIEDWITHDRAWN
12133,15,12,2015,11,4,2017,H1B,UNIVERSITY OF MICHIGAN,MI,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,41870.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,51250.0,0.0,Year,N,N,MI,48109,CERTIFIEDWITHDRAWN
12134,3,5,2017,30,5,2017,H1B,ERP AND ERP CORP,PA,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,62234.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,74443.0,0.0,Year,Y,N,PA,18940,CERTIFIEDWITHDRAWN
12135,5,3,2015,25,10,2016,H1B,SERVISTA INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,64418.0,Year,Other,2014.0,OFLC ONLINE DATA CENTER,64500.0,0.0,Year,Y,N,TX,75234,CERTIFIEDWITHDRAWN
12136,17,4,2017,23,6,2017,H1B,IBM INDIA PRIVATE LIMITED,NC,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151.0,1,Y,75795.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75795.0,0.0,Year,N,N,NJ,7748,CERTIFIEDWITHDRAWN
12137,1,10,2014,25,5,2017,H1B,ISYNC SOLUTIONS INC,PA,UNITED STATES OF AMERICA,ANALYSTS,541151.0,1,Y,55744.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,65000.0,0.0,Year,Y,N,TN,37228,CERTIFIEDWITHDRAWN
12138,18,5,2016,16,11,2016,H1B,SOFTWARE PARADIGMS INTERNATIONAL GROUP LLC,GA,UNITED STATES OF AMERICA,ANALYSTS,541990.0,1,Y,93766.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,100000.0,130000.0,Year,Y,N,WI,53051,CERTIFIEDWITHDRAWN
12139,16,2,2017,6,3,2017,H1B,PERSISTENT SYSTEMS INC,CA,UNITED STATES OF AMERICA,ANALYSTS,541512.0,1,Y,58282.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,75000.0,85000.0,Year,Y,N,NC,27709,CERTIFIEDWITHDRAWN
12140,1,6,2016,20,12,2016,H1B,CONSOLIDATED TRADING LLC,IL,UNITED STATES OF AMERICA,SCIENTIST,523120.0,1,Y,63710.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,63710.0,90000.0,Year,N,N,IL,60606,CERTIFIEDWITHDRAWN
12141,30,5,2017,14,6,2017,H1B,JPMORGAN CHASE and CO,IL,UNITED STATES OF AMERICA,ANALYSTS,551112.0,1,Y,95160.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,101000.0,0.0,Year,N,N,NY,10017,CERTIFIEDWITHDRAWN
12142,25,3,2017,19,4,2017,H1B,CIGNITI TECHNOLOGIES INC,TX,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,68827.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,68827.0,0.0,Year,Y,N,TX,75039,CERTIFIEDWITHDRAWN
12143,5,1,2015,20,4,2017,H1B,THE OHIO STATE UNIVERSITY,OH,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,20.71,Hour,OES,2014.0,NONE,20.71,0.0,Hour,N,N,OH,43210,CERTIFIEDWITHDRAWN
12144,14,3,2016,10,11,2016,H1B,HARMONY SCIENCE ACADEMY HOUSTON NW,TX,UNITED STATES OF AMERICA,ANALYSTS,611110.0,1,Y,49109.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,49109.0,0.0,Year,N,N,TX,77086,CERTIFIEDWITHDRAWN
12145,6,5,2015,14,12,2016,H1B,CAPITAL ONE NATIONAL ASSOCIATION,VA,UNITED STATES OF AMERICA,ANALYSTS,522110.0,1,Y,62525.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,72000.0,135000.0,Year,N,N,IA,50021,CERTIFIEDWITHDRAWN
12146,26,1,2016,1,2,2017,H1B,WEBILENT TECHNOLOGY INC,CT,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,87630.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,88000.0,100000.0,Year,Y,N,CT,6850,CERTIFIEDWITHDRAWN
12147,13,2,2017,27,2,2017,H1B,RESOURCE TECHNOLOGIES CORPORATION,MI,UNITED STATES OF AMERICA,ACCOUNTANTS,5613.0,1,Y,29.52,Hour,OES,2016.0,OFLC ONLINE DATA CENTER,33.33,0.0,Hour,N,N,MI,48326,CERTIFIEDWITHDRAWN
12148,22,3,2016,13,2,2017,H1B,GSS INFOTECH CT INC,CT,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,66664.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,66664.0,0.0,Year,Y,N,CT,6033,CERTIFIEDWITHDRAWN
12149,9,3,2017,28,6,2017,H1B,SUNOVION PHRAMACEUTICALS INC,MA,UNITED STATES OF AMERICA,ANALYSTS,541710.0,1,Y,88691.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,90000.0,0.0,Year,N,N,MA,1752,CERTIFIEDWITHDRAWN
12150,30,6,2014,17,10,2016,H1B,TECHNO COMP INC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,87090.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,88000.0,0.0,Year,Y,N,CA,92618,CERTIFIEDWITHDRAWN
12151,9,3,2015,6,10,2016,H1B,AVIGHNA GLOBAL SOLUTIONS LLC,NJ,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,46571.0,Year,Other,2015.0,OFLC ONLINE DATA CENTER,50000.0,0.0,Year,Y,N,NJ,7095,CERTIFIEDWITHDRAWN
12152,14,3,2017,15,4,2017,H1B,SEERTEK SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511.0,1,Y,56638.0,Year,OES,2017.0,OFLC ONLINE DATA CENTER,60000.0,0.0,Year,N,N,NJ,7066,CERTIFIEDWITHDRAWN
12153,9,3,2015,13,12,2016,H1B,MERIDIANSOFT INC,OH,UNITED STATES OF AMERICA,ANALYSTS,541511.0,1,Y,62421.0,Year,OES,2014.0,OFLC ONLINE DATA CENTER,70000.0,0.0,Year,Y,N,OH,43035,CERTIFIEDWITHDRAWN
12154,14,4,2014,20,10,2016,H1B,ERICSSON INC,TX,UNITED STATES OF AMERICA,ANALYSTS,334220.0,1,Y,58885.0,Year,OES,2013.0,OFLC ONLINE DATA CENTER,65217.0,97826.0,Year,N,N,KS,66251,CERTIFIEDWITHDRAWN
12155,8,3,2017,6,4,2017,H1B,UNIVERSITY OF ROCHESTER,NY,UNITED STATES OF AMERICA,ANALYSTS,611310.0,1,Y,45920.0,Year,Other,2016.0,OFLC ONLINE DATA CENTER,53500.0,0.0,Year,N,N,NY,14627,CERTIFIEDWITHDRAWN
12156,2,7,2014,6,10,2016,H1B,CEDENT CONSULTING INC,TX,UNITED STATES OF AMERICA,ANALYSTS,5416.0,1,N,30.97,Hour,Other,2014.0,OFLC ONLINE DATA CENTER,32.0,0.0,Hour,Y,N,TX,75034,CERTIFIEDWITHDRAWN
12157,2,5,2016,7,12,2016,H1B,HOWARD HUGHES MEDICAL INSTITUTE,MD,UNITED STATES OF AMERICA,ANALYSTS,541710.0,1,Y,37523.0,Year,OES,2016.0,OFLC ONLINE DATA CENTER,42000.0,0.0,Year,N,N,CA,94158,CERTIFIEDWITHDRAWN
12158,20,4,2016,8,5,2017,H1B,FLUOR ENTERPRISES INC,CA,UNITED STATES OF AMERICA,ANALYSTS,237990.0,1,Y,135491.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,164000.0,0.0,Year,N,N,TX,77478,CERTIFIEDWITHDRAWN
12159,3,2,2016,20,4,2017,H1B,WHITE and CASE LLP,NY,UNITED STATES OF AMERICA,ANALYSTS,541110.0,1,Y,61818.0,Year,OES,2015.0,OFLC ONLINE DATA CENTER,65000.0,103500.0,Year,N,N,NY,10036,CERTIFIEDWITHDRAWN
